surface_form_lemma_link_id	surface_form_id	lemma_id	lemma_subtlex_pos_id
1	1	3	3
2	1	9	15
3	2	6	11
4	2	6	9
5	2	6	8
6	2	12	18
7	2	6	10
8	3	4	6
9	4	1	1
10	5	8	14
11	6	5	7
12	7	7	12
13	7	7	13
14	8	11	17
15	9	16	25
16	9	16	24
17	9	16	23
18	9	16	22
19	10	2	2
20	11	10	16
21	12	20	31
22	12	20	30
23	13	15	21
24	14	19	28
25	15	17	26
26	16	22	33
27	17	14	20
28	18	14	20
29	19	25	36
30	19	25	37
31	20	14	20
32	21	21	32
33	21	12	18
34	22	30	45
35	22	30	44
36	23	6	11
37	23	12	18
38	23	1768	1836
39	24	6	11
40	24	12	18
41	25	49	66
42	26	9	15
43	27	21	32
44	28	36	52
45	28	36	51
46	29	2	2
47	30	24	35
48	31	13	19
49	31	32	47
50	32	58	77
51	32	23	34
52	33	13	19
53	33	233	267
54	34	21	32
55	35	35	50
56	36	2	2
57	37	33	48
58	38	31	46
59	39	60	79
60	40	51	69
61	40	211	244
62	41	27	40
63	42	63	82
64	43	26	39
65	44	61	80
66	45	48	65
67	46	2	2
68	47	74	94
69	48	13	19
70	49	79	100
71	50	66	85
72	51	9	15
73	52	2	2
74	53	2	2
75	54	12	18
76	55	7	12
77	56	86	107
78	57	23	34
79	58	21	32
80	59	69	88
81	59	69	89
82	60	38	54
83	61	9	15
84	62	4	5
85	63	31	46
86	64	54	73
87	64	54	72
88	65	55	74
89	66	2	2
90	67	34	49
91	68	84	105
92	69	32	47
93	70	115	140
94	71	2	2
95	72	9	15
96	73	28	41
97	74	41	57
98	75	9	15
99	76	28	41
100	77	9	15
101	78	78	99
102	79	133	160
103	80	72	92
104	81	148	176
105	82	13	19
106	82	233	267
107	83	211	244
108	83	56	75
109	84	23	34
110	85	9	15
111	86	186	218
112	87	67	86
113	88	83	104
114	89	139	167
115	90	42	58
116	91	100	122
117	92	136	164
118	93	112	136
119	94	12	18
120	95	95	117
121	96	27	40
122	96	84	105
123	97	132	159
124	98	2	2
125	99	32	47
126	100	41	57
127	101	2	2
128	102	12	18
129	103	9	15
130	104	9	15
131	104	1445	1511
132	105	103	125
133	105	103	126
134	106	32	47
135	107	179	210
136	107	179	209
137	108	42	58
138	109	2	2
139	110	166	195
140	110	166	196
141	111	12	18
142	112	28	41
143	113	50	68
144	113	50	67
145	114	18	27
146	115	110	133
147	116	64	83
148	117	43	59
149	118	53	71
150	119	29	42
151	120	157	185
152	121	21	32
153	122	333	374
154	122	57	76
155	123	42	58
156	124	27	40
157	125	158	187
158	126	137	165
159	127	120	146
160	128	142	170
161	129	23	34
162	130	46	62
163	130	46	63
164	131	14	20
165	132	16	25
166	133	57	76
167	134	90	111
168	135	56	75
169	136	85	106
170	137	135	163
171	138	2	2
172	139	70	90
173	140	261	296
174	141	45	61
175	141	2143	2218
176	142	16	25
177	143	16	25
178	144	51	69
179	145	45	61
180	146	116	141
181	146	116	142
182	147	59	78
183	148	41	57
184	149	80	101
185	150	96	118
186	150	146	174
187	150	8216	8321
188	151	128	155
189	152	87	108
190	153	131	158
191	154	64	83
192	155	12	18
193	156	85	106
194	157	50	68
195	158	72	92
196	159	4	5
197	160	13	19
198	160	597	649
199	161	32	47
200	162	64	83
201	163	67	86
202	164	43	59
203	165	145	173
204	166	9	15
205	167	18	27
206	168	42	58
207	169	6	11
208	169	12	18
209	170	43	59
210	171	44	60
211	172	40	56
212	173	93	114
213	174	216	249
214	174	9	15
215	175	153	181
216	176	37	53
217	177	332	373
218	178	159	188
219	179	37	53
220	180	32	47
221	181	68	87
222	182	171	201
223	183	53	71
224	184	380	422
225	185	204	237
226	186	31	46
227	187	107	130
228	188	2	2
229	189	13	19
230	190	157	186
231	190	157	185
232	191	309	349
233	191	2827	2909
234	192	176	206
235	193	162	191
236	193	4279	4370
237	194	237	271
238	195	32	47
239	196	105	128
240	197	32	47
241	198	106	129
242	199	88	109
243	200	272	308
244	200	85	106
245	201	39	55
246	202	135	163
247	203	81	102
248	204	97	119
249	205	2	2
250	206	9	15
251	207	343	384
252	208	99	121
253	209	111	134
254	210	53	71
255	211	217	250
256	212	9	15
257	213	432	476
258	214	141	169
259	215	101	123
260	216	705	758
261	217	119	145
262	218	1125	1183
263	218	234	268
264	219	395	438
265	220	101	123
266	221	13	19
267	222	18	27
268	223	268	304
269	224	121	148
270	224	121	147
271	225	40	56
272	226	31	46
273	227	21	32
274	228	234	268
275	229	307	346
276	229	307	347
277	230	37	53
278	231	219	252
279	231	1265	1326
280	232	127	154
281	233	87	108
282	234	12	18
283	235	38	54
284	236	12	18
285	237	9	15
286	238	77	98
287	239	464	508
288	240	40	56
289	241	71	91
290	242	87	108
291	243	110	133
292	244	156	184
293	245	106	129
294	246	310	350
295	247	143	171
296	248	164	193
298	250	259	294
299	251	597	649
300	251	13	19
301	252	475	519
302	252	475	520
303	253	194	227
304	254	233	267
305	255	85	106
306	256	708	761
307	257	89	110
308	258	564	614
309	259	146	174
310	259	96	118
311	260	228	261
312	260	90	111
313	260	455	499
314	261	368	410
315	262	2	2
316	263	89	110
317	264	64	83
318	265	197	230
319	266	482	527
320	266	69	89
321	267	279	316
322	268	442	486
323	269	37	53
324	270	231	265
325	270	231	264
326	271	59	78
327	272	39	55
328	273	299	337
329	274	92	113
330	275	28	41
331	276	144	172
332	277	135	163
333	278	393	436
334	279	59	78
335	280	65	84
336	281	193	225
337	282	239	273
338	283	154	182
339	284	43	59
340	285	57	76
341	286	78	99
342	287	41	57
343	288	64	83
344	289	23	34
345	290	52	70
346	291	97	119
347	292	46	62
348	292	46	63
349	293	77	98
350	294	52	70
351	295	56	75
352	296	402	445
353	297	130	157
354	298	493	538
355	299	117	143
356	300	1	1
357	301	168	198
358	302	174	204
359	303	89	110
360	304	224	257
361	305	28	41
362	306	471	515
363	307	48	65
364	307	53	71
366	309	46	62
367	310	64	83
368	311	201	234
369	312	18	27
370	313	233	267
371	314	27	40
372	315	40	56
373	316	29	42
374	317	241	275
375	317	241	276
376	318	363	405
378	320	2	2
379	320	746	800
380	321	100	122
381	322	45	61
382	323	4	5
383	324	313	353
384	325	96	118
385	326	43	59
386	327	23	34
387	328	134	161
388	329	102	124
389	330	72	92
390	331	2	2
391	332	60	79
392	333	28	41
393	334	13	19
394	335	249	284
395	336	54	73
396	336	54	72
397	337	305	344
398	337	113	138
399	338	40	56
401	339	64	83
402	340	206	239
403	341	240	274
404	342	173	203
405	343	82	103
406	344	32	47
407	345	236	270
408	346	13	19
409	346	6487	6585
410	347	117	143
411	348	244	279
413	350	106	129
414	351	57	76
415	352	787	842
416	352	86	107
417	353	418	461
419	355	129	156
420	356	18	27
421	357	47	64
422	358	98	120
423	359	599	651
424	360	443	487
425	360	1267	1328
426	361	62	81
427	362	2	2
428	363	239	273
429	364	177	207
430	365	40	56
431	366	37	53
432	367	779	834
433	368	572	623
434	369	18	27
435	370	423	466
436	371	44	60
437	372	98	120
438	373	329	370
439	374	156	184
440	375	126	153
441	376	29	42
442	376	1716	1783
443	377	454	498
444	378	88	109
445	379	78	99
446	380	106	129
447	381	176	206
448	382	2	2
449	383	175	205
450	384	130	157
451	385	66	85
452	386	125	152
453	387	1255	1316
454	388	68	87
456	390	39	55
457	391	544	592
458	392	208	241
459	393	62	81
460	394	31	46
461	395	128	155
463	396	118	144
464	397	73	93
465	398	109	132
466	399	39	55
467	400	476	521
468	401	546	594
469	402	225	258
470	403	44	60
471	404	43	59
472	405	18	27
473	406	106	129
475	407	9	15
476	408	235	269
477	409	39	55
478	410	44	60
479	411	123	150
480	412	554	602
481	412	554	603
482	412	1313	1375
483	413	68	87
484	414	146	174
485	414	96	118
486	415	449	493
487	416	213	246
488	417	42	58
489	418	2	2
490	418	746	800
491	419	256	291
492	420	98	120
493	421	372	414
494	422	425	468
495	423	81	102
496	424	81	102
497	425	18	27
498	426	118	144
499	427	18	27
500	428	109	132
501	429	522	568
502	430	54	73
503	430	54	72
504	431	174	204
505	432	145	173
506	433	28	41
507	434	44	60
508	435	109	132
509	435	2902	2984
510	436	147	175
511	436	615	667
512	437	85	106
513	438	150	178
514	439	31	46
515	440	1003	1060
516	441	171	201
517	442	113	138
518	442	113	137
519	443	39	55
520	444	652	704
521	444	1948	2019
522	445	582	634
523	446	39	55
524	447	214	247
525	447	263	299
526	448	89	110
527	449	71	91
529	451	27	40
530	452	420	463
532	454	154	182
533	455	385	427
534	456	43	59
535	457	88	109
536	458	62	81
537	459	40	56
539	461	496	541
540	462	13	19
541	463	155	183
542	464	817	872
543	465	28	41
544	466	43	59
546	468	47	64
548	470	136	164
549	471	208	241
550	472	168	198
551	473	105	128
552	474	181	213
554	476	224	257
556	478	87	108
557	479	1136	1194
558	480	256	291
559	481	150	178
560	482	31	46
561	483	366	408
562	484	44	60
563	485	221	254
564	486	52	70
565	487	564	614
566	488	134	161
567	489	160	189
568	490	348	389
569	491	47	64
570	492	40	56
572	494	52	70
573	495	2	2
574	496	308	348
576	498	229	262
577	499	67	86
578	500	273	309
579	501	258	293
580	502	92	113
581	503	245	280
582	503	375	417
585	506	628	680
586	507	98	120
587	508	90	111
588	509	45	61
589	510	52	70
590	511	28	41
591	512	389	432
593	514	347	388
594	515	191	223
597	517	47	64
598	518	87	108
599	519	73	93
600	520	192	224
601	521	800	855
602	522	52	70
603	523	226	259
604	523	6782	6881
605	523	309	349
606	523	1506	1572
607	524	456	500
608	525	75	96
609	526	92	113
610	527	52	70
611	528	517	562
612	529	129	156
613	530	441	485
614	531	96	118
615	532	37	53
616	533	64	83
617	534	570	621
618	534	50	68
620	536	125	152
621	537	31	46
622	538	462	506
623	539	334	375
624	540	77	98
625	541	320	361
626	542	106	129
627	543	400	443
628	544	692	745
629	545	50	68
631	547	511	556
632	548	84	105
633	549	164	193
634	550	118	144
635	551	77	98
636	551	19	29
638	553	217	250
639	554	23	34
640	555	48	65
641	555	53	71
642	556	1257	1318
643	557	138	166
644	558	472	516
645	559	60	79
646	560	140	168
647	561	89	110
648	562	361	403
649	563	907	963
650	564	742	796
651	565	158	187
653	567	306	345
654	568	50	68
655	569	13	19
656	570	509	554
657	571	108	131
658	572	220	253
659	573	13	19
660	574	192	224
661	575	224	257
662	576	37	53
663	577	3579	3667
664	578	329	370
665	579	371	413
666	580	28	41
667	581	429	473
670	584	38	54
671	585	23	34
672	586	362	404
673	587	392	435
674	588	177	207
675	589	319	360
676	590	1576	1643
677	591	185	217
678	592	355	396
679	593	440	484
681	595	183	215
682	596	147	175
683	597	151	179
684	598	400	443
685	599	23	34
686	600	658	710
687	601	117	143
688	602	182	214
689	603	81	102
690	604	114	139
691	605	23	34
692	606	1091	1149
693	607	507	552
694	608	47	64
695	609	13	19
696	610	567	617
697	610	567	618
698	611	2	2
699	612	240	274
700	613	269	305
701	614	89	110
702	615	240	274
703	616	535	582
704	616	4767	4859
705	617	26	39
706	618	29	42
707	619	45	61
708	620	183	215
709	621	224	257
710	622	163	192
711	623	196	229
712	624	62	81
713	625	181	213
714	626	126	153
715	627	368	410
716	628	98	120
717	629	52	70
718	630	173	203
720	631	164	193
721	632	251	286
722	633	110	133
724	635	255	290
725	636	197	230
728	639	319	360
729	640	383	425
730	641	73	93
731	642	65	84
732	643	191	223
733	644	45	61
734	645	190	222
735	646	32	47
736	647	113	138
737	647	1021	1078
738	648	130	157
739	649	98	120
740	650	366	408
741	651	147	175
742	651	615	667
743	652	28	41
744	653	108	131
745	654	43	59
747	656	616	668
748	657	87	108
749	658	2	2
750	659	98	120
751	660	40	56
752	661	507	552
753	662	23	34
754	663	358	399
755	664	71	91
756	665	168	198
757	666	180	211
758	667	28	41
759	668	297	335
760	669	326	367
761	670	525	571
762	671	737	791
763	672	23	34
764	673	238	272
765	674	230	263
767	676	75	96
768	677	759	814
769	678	12	18
770	679	126	153
771	680	182	214
772	681	472	516
773	682	23	34
775	684	252	287
776	685	87	108
777	686	288	326
778	687	334	375
779	688	422	465
780	689	180	212
781	689	180	211
782	690	155	183
783	691	926	982
784	692	1679	1746
785	692	89	110
786	693	881	936
787	694	210	243
789	696	284	322
790	697	281	318
791	697	281	319
792	698	189	221
793	699	185	217
794	700	89	110
795	701	114	139
796	702	802	857
797	703	147	175
798	704	129	156
799	705	535	582
800	706	907	963
801	707	114	139
802	708	411	454
803	709	189	221
804	710	135	163
805	711	331	372
806	712	385	427
807	713	288	326
808	714	144	172
809	715	40	56
810	716	156	184
811	717	174	204
812	718	104	127
813	719	342	383
814	719	3432	3519
815	720	57	76
817	722	557	606
818	722	557	607
819	723	134	161
820	724	229	262
821	725	344	385
822	726	1194	1254
823	727	164	193
824	728	417	460
825	729	252	287
826	730	758	813
827	731	443	487
828	731	1267	1328
829	732	381	423
830	733	108	131
831	734	81	102
832	735	372	414
833	736	172	202
834	737	101	123
835	738	85	106
836	739	225	258
837	740	111	134
838	741	125	152
839	742	46	62
840	743	665	717
841	744	361	403
842	745	284	322
844	747	104	127
845	748	56	75
846	749	378	420
847	750	109	132
848	751	31	46
849	752	256	291
850	753	31	46
851	753	682	735
852	754	143	171
853	755	887	942
855	757	173	203
856	758	140	168
857	759	457	501
860	761	235	269
861	762	866	921
862	763	355	396
863	764	138	166
866	767	129	156
867	768	42	58
868	769	418	461
869	770	46	62
870	771	392	435
872	773	56	75
873	774	545	593
874	775	1019	1076
875	776	574	626
876	777	861	916
877	778	2	2
878	779	1313	1375
879	780	275	311
880	781	200	233
881	782	156	184
882	783	285	323
883	784	40	56
884	785	65	84
885	786	2280	2357
886	787	614	666
887	788	887	942
888	789	1421	1485
889	790	319	360
890	791	44	60
891	792	355	396
892	793	47	64
893	794	42	58
894	795	269	305
895	796	101	123
896	797	312	352
899	799	282	320
900	800	438	482
901	801	130	157
902	802	452	496
904	804	109	132
905	805	192	224
906	806	757	812
907	806	757	811
908	807	27	40
909	808	73	93
910	809	183	215
911	810	66	85
912	810	2738	2820
914	812	43	59
915	813	384	426
916	814	541	589
917	815	42	58
918	816	190	222
920	818	644	696
921	819	97	119
922	820	439	483
923	821	279	316
924	822	579	631
925	823	1199	1259
926	824	77	98
927	825	234	268
928	826	196	229
929	827	238	272
930	828	276	312
931	829	43	59
932	830	46	62
933	831	37	53
934	832	392	435
935	833	145	173
936	834	422	465
937	835	404	447
940	837	604	656
941	838	940	997
942	839	76	97
943	840	326	367
945	842	316	356
946	843	1636	1703
947	844	316	356
949	846	272	308
950	846	85	106
951	847	336	377
952	848	342	383
953	849	13	19
954	850	229	262
955	851	73	93
956	852	1518	1584
957	853	182	214
958	854	256	291
959	855	282	320
960	856	203	236
961	857	101	123
962	858	308	348
963	859	260	295
964	860	284	322
965	861	459	503
966	862	142	170
967	863	825	880
968	864	408	451
969	864	3871	3962
970	865	28	41
971	866	32	47
972	867	1683	1750
973	868	189	221
974	869	814	869
975	870	648	700
977	872	284	322
978	873	493	538
979	874	670	722
980	875	203	236
981	876	303	342
982	877	46	62
984	879	51	69
985	880	2091	2166
986	881	258	293
987	882	125	152
988	883	2245	2322
990	884	560	610
991	885	318	359
994	888	56	75
995	889	326	367
996	890	150	178
997	891	234	268
998	892	440	484
999	893	182	214
1000	894	509	554
1001	895	228	261
1002	896	94	115
1003	897	759	814
1004	898	1265	1326
1005	899	278	314
1006	900	185	217
1007	901	97	119
1008	902	266	302
1009	903	212	245
1010	904	40	56
1011	905	98	120
1013	907	397	440
1014	908	606	658
1015	909	474	518
1016	910	684	737
1017	911	315	355
1018	912	252	287
1019	913	245	280
1020	914	371	413
1021	915	336	377
1022	916	229	262
1023	917	765	820
1024	918	198	231
1025	918	2501	2582
1026	919	109	132
1027	920	188	220
1028	921	236	270
1029	922	284	322
1030	923	42	58
1031	924	263	299
1032	924	214	247
1033	925	75	96
1034	926	45	61
1036	928	274	310
1037	929	37	53
1039	930	94	115
1040	931	187	219
1041	932	2442	2523
1042	933	2062	2136
1044	935	45	61
1045	936	1359	1422
1047	938	527	574
1048	939	390	433
1049	940	23	34
1050	941	1757	1824
1051	942	847	902
1052	943	92	113
1053	944	590	642
1054	945	42	58
1056	947	56	75
1057	948	728	782
1058	949	289	327
1059	950	164	193
1060	951	308	348
1061	952	315	355
1062	953	292	330
1063	954	229	262
1064	955	283	321
1066	957	536	583
1067	958	87	108
1068	959	533	580
1070	961	562	612
1071	961	518	563
1072	962	730	784
1073	963	46	62
1074	964	1048	1105
1075	964	204	237
1076	965	308	348
1077	966	284	322
1080	969	844	899
1081	970	77	98
1082	971	422	465
1083	972	184	216
1084	973	89	110
1085	974	1560	1627
1086	975	238	272
1087	976	932	988
1088	976	1199	1259
1089	977	23	34
1091	979	94	115
1092	980	466	510
1093	981	181	213
1094	982	1764	1832
1095	983	150	178
1097	985	436	480
1098	986	271	307
1099	987	56	75
1100	988	1568	1635
1101	989	515	560
1102	990	590	642
1103	991	125	152
1104	992	65	84
1106	994	519	564
1107	995	90	111
1108	996	163	192
1112	1000	408	451
1113	1001	392	435
1114	1002	126	153
1115	1003	375	417
1116	1004	1697	1764
1117	1005	418	461
1118	1006	23	34
1119	1007	302	341
1121	1009	1033	1090
1122	1010	181	213
1123	1011	728	782
1125	1013	855	910
1126	1014	161	190
1127	1015	208	241
1128	1016	523	569
1129	1017	238	272
1130	1018	244	279
1131	1019	625	677
1132	1020	560	610
1133	1021	56	75
1134	1022	1168	1228
1135	1023	150	178
1136	1024	314	354
1137	1025	378	420
1138	1026	660	712
1139	1027	13	19
1140	1028	64	83
1142	1030	342	383
1143	1031	269	305
1144	1032	181	213
1145	1033	288	326
1146	1034	521	567
1147	1035	87	108
1148	1036	1351	1414
1149	1036	545	593
1150	1037	127	154
1151	1038	314	354
1152	1039	56	75
1153	1040	188	220
1154	1041	816	871
1155	1042	81	102
1156	1043	207	240
1157	1044	488	533
1158	1045	73	93
1160	1047	348	389
1161	1048	1772	1840
1162	1049	164	193
1163	1050	181	213
1164	1051	331	372
1165	1052	411	454
1166	1053	203	236
1167	1054	94	115
1169	1056	1807	1876
1170	1057	1270	1331
1171	1058	401	444
1172	1059	1058	1115
1173	1060	519	564
1174	1061	984	1041
1175	1062	89	110
1176	1063	235	269
1178	1065	198	231
1179	1066	78	99
1180	1067	1523	1589
1181	1067	1597	1664
1182	1068	75	96
1183	1069	314	354
1184	1070	263	299
1185	1071	604	656
1186	1072	274	310
1187	1073	628	680
1188	1074	167	197
1189	1075	314	354
1190	1076	178	208
1191	1077	232	266
1192	1078	535	582
1194	1080	582	634
1195	1081	439	483
1196	1082	1020	1077
1197	1083	2	2
1198	1084	210	243
1199	1085	28	41
1200	1086	315	355
1201	1087	283	321
1202	1088	175	205
1203	1089	802	857
1204	1089	8402	8509
1205	1090	358	399
1206	1091	1020	1077
1207	1092	861	916
1208	1093	911	967
1209	1094	79	100
1210	1095	1328	1390
1211	1096	536	583
1212	1097	104	127
1213	1098	871	926
1214	1099	855	910
1215	1100	251	286
1216	1101	120	146
1217	1102	181	213
1219	1104	2214	2291
1220	1105	288	326
1222	1107	390	433
1223	1108	411	454
1224	1109	284	322
1226	1111	124	151
1227	1112	900	955
1228	1112	900	956
1229	1113	453	497
1230	1113	552	600
1232	1115	314	354
1233	1116	138	166
1235	1118	62	81
1236	1119	244	279
1238	1121	1100	1158
1241	1124	43	59
1242	1125	660	712
1243	1126	434	478
1244	1127	387	429
1245	1127	387	430
1246	1128	924	980
1247	1129	138	166
1248	1130	676	728
1249	1130	676	729
1250	1131	313	353
1251	1132	23	34
1252	1133	75	96
1253	1134	31	46
1254	1135	289	327
1255	1136	436	480
1256	1137	780	835
1258	1138	3432	3519
1259	1139	271	307
1260	1140	1160	1219
1262	1142	291	329
1263	1143	104	127
1264	1144	225	258
1265	1145	758	813
1266	1146	189	221
1267	1147	765	820
1268	1148	271	307
1269	1149	249	284
1270	1150	65	84
1271	1151	85	106
1272	1151	272	308
1273	1152	248	283
1274	1153	2288	2365
1275	1154	1176	1236
1276	1155	75	96
1277	1156	454	498
1279	1157	560	610
1280	1158	163	192
1281	1159	1099	1157
1282	1160	169	199
1283	1161	794	849
1285	1162	262	298
1286	1163	101	123
1287	1164	985	1042
1288	1165	620	672
1289	1166	56	75
1290	1167	592	644
1291	1168	282	320
1292	1169	504	549
1293	1170	648	700
1294	1171	110	133
1295	1172	804	859
1296	1173	23	34
1298	1175	420	463
1299	1176	172	202
1300	1177	210	243
1301	1178	3027	3109
1302	1179	31	46
1303	1180	271	307
1304	1181	215	248
1305	1182	81	102
1306	1183	334	375
1307	1184	344	385
1309	1185	1080	1138
1310	1185	43	59
1311	1186	144	172
1312	1187	1430	1495
1314	1189	472	516
1316	1191	731	785
1318	1193	46	62
1319	1194	1997	2068
1322	1197	1514	1580
1323	1198	316	356
1325	1200	486	531
1326	1201	360	402
1327	1202	894	949
1328	1203	1130	1188
1329	1204	541	589
1331	1206	1448	1514
1332	1207	77	98
1333	1208	628	680
1334	1208	1168	1228
1335	1209	549	597
1336	1210	587	639
1338	1212	207	240
1341	1214	104	127
1342	1215	1523	1589
1343	1215	1597	1664
1344	1216	370	412
1346	1218	1326	1388
1347	1219	641	693
1348	1220	47	64
1349	1221	28	41
1350	1222	1827	1897
1351	1223	1192	1252
1352	1224	1111	1169
1353	1225	796	851
1354	1226	614	666
1355	1227	109	132
1356	1227	2902	2984
1357	1228	275	311
1358	1229	1719	1786
1359	1230	235	269
1360	1231	195	228
1361	1232	96	118
1362	1232	146	174
1363	1233	90	111
1364	1234	742	796
1365	1235	92	113
1367	1237	130	157
1368	1238	409	452
1369	1239	1646	1713
1371	1241	65	84
1372	1242	1111	1169
1374	1244	515	560
1375	1245	790	845
1376	1246	2755	2837
1378	1248	1859	1929
1379	1249	716	769
1380	1249	716	770
1381	1250	224	257
1382	1251	171	201
1383	1252	392	435
1384	1253	1087	1145
1385	1254	220	253
1386	1255	251	286
1391	1258	1763	1831
1392	1259	320	361
1393	1260	844	899
1394	1261	227	260
1397	1263	109	132
1398	1264	401	444
1399	1265	68	87
1400	1266	32	47
1401	1267	266	302
1402	1267	710	763
1403	1268	120	146
1404	1269	398	441
1405	1270	974	1031
1406	1270	547	595
1407	1271	919	975
1408	1272	408	451
1409	1272	3871	3962
1410	1273	844	899
1411	1274	701	754
1412	1275	70	90
1413	1276	23	34
1415	1278	40	56
1416	1279	403	446
1417	1280	348	389
1418	1281	283	321
1420	1283	288	326
1422	1285	39	55
1423	1286	2005	2076
1424	1286	2005	2077
1425	1287	621	673
1426	1288	56	75
1427	1289	189	221
1428	1290	96	118
1429	1291	52	70
1431	1293	54	73
1432	1293	54	72
1433	1294	109	132
1434	1295	679	732
1435	1296	187	219
1436	1297	529	576
1437	1298	2218	2295
1438	1299	65	84
1439	1300	98	120
1440	1301	489	534
1441	1302	106	129
1442	1303	2	2
1444	1304	176	206
1446	1305	183	215
1447	1306	927	983
1448	1307	1278	1340
1449	1308	220	253
1450	1309	768	823
1454	1313	758	813
1456	1315	541	589
1457	1316	689	742
1458	1317	674	726
1459	1318	185	217
1460	1319	404	447
1461	1320	89	110
1462	1321	167	197
1463	1322	222	255
1464	1323	242	277
1466	1325	1478	1544
1467	1326	1118	1176
1468	1327	262	297
1469	1328	185	217
1471	1330	883	938
1472	1331	304	343
1473	1332	1784	1852
1474	1333	28	41
1475	1334	415	458
1476	1335	234	268
1478	1337	766	821
1479	1338	766	821
1480	1339	2478	2559
1481	1340	725	779
1482	1341	435	479
1484	1342	291	329
1485	1343	452	496
1486	1344	373	415
1487	1345	1630	1697
1489	1347	161	190
1490	1348	1710	1777
1491	1348	220	253
1492	1349	29	42
1493	1350	566	616
1494	1351	598	650
1495	1352	173	203
1497	1354	3637	3725
1498	1354	3413	3500
1499	1355	250	285
1500	1356	138	166
1501	1357	715	768
1502	1358	660	712
1503	1359	554	603
1504	1359	1313	1375
1505	1360	127	154
1506	1361	1347	1409
1507	1361	738	792
1509	1363	518	563
1510	1363	562	612
1511	1364	565	615
1512	1365	283	321
1515	1368	326	367
1516	1369	439	483
1517	1370	96	118
1519	1372	260	295
1520	1373	73	93
1521	1374	409	452
1523	1376	192	224
1524	1377	828	883
1527	1379	144	172
1528	1380	171	201
1529	1381	502	547
1530	1382	327	368
1531	1383	1638	1705
1534	1385	354	395
1537	1388	561	611
1538	1389	126	153
1539	1390	184	216
1540	1391	318	359
1541	1392	264	300
1543	1394	620	672
1544	1395	92	113
1545	1396	504	549
1546	1397	1724	1791
1547	1398	191	223
1548	1399	47	64
1549	1400	360	402
1550	1401	1196	1256
1552	1403	1853	1923
1553	1404	260	295
1554	1405	594	646
1556	1406	630	682
1557	1407	650	702
1559	1409	567	617
1560	1410	418	461
1561	1411	220	253
1562	1412	237	271
1566	1415	375	417
1567	1416	174	204
1569	1418	797	852
1570	1419	378	420
1571	1420	1338	1400
1572	1421	56	75
1573	1422	47	64
1574	1423	40	56
1576	1425	218	251
1577	1426	181	213
1578	1427	1718	1785
1579	1428	668	720
1580	1429	772	827
1581	1430	732	786
1582	1431	589	641
1583	1432	971	1028
1584	1433	908	964
1585	1434	136	164
1586	1435	104	127
1587	1436	344	385
1588	1437	863	918
1590	1439	319	360
1591	1440	72	92
1592	1441	270	306
1593	1442	1289	1351
1594	1443	1600	1667
1595	1444	56	75
1596	1445	444	488
1597	1446	274	310
1598	1447	47	64
1600	1449	1430	1495
1601	1450	677	730
1602	1451	422	465
1603	1452	292	330
1604	1453	660	712
1606	1455	648	700
1607	1456	218	251
1608	1457	1076	1133
1609	1458	13	19
1610	1459	316	356
1611	1460	1105	1163
1613	1462	42	58
1614	1463	311	351
1615	1464	607	659
1616	1465	145	173
1617	1466	128	155
1618	1467	590	642
1619	1468	278	314
1620	1469	254	289
1621	1470	430	474
1623	1472	175	205
1624	1473	791	846
1625	1474	306	345
1626	1475	97	119
1627	1476	833	888
1628	1477	262	298
1629	1478	2420	2499
1630	1479	270	306
1631	1480	152	180
1632	1481	1452	1518
1633	1482	1181	1241
1634	1483	331	372
1635	1484	1356	1419
1637	1486	331	372
1640	1488	171	201
1641	1489	515	560
1642	1490	949	1006
1643	1491	1710	1777
1644	1491	220	253
1645	1492	836	891
1646	1493	740	794
1647	1494	283	321
1648	1495	625	677
1649	1496	564	614
1650	1497	1047	1104
1651	1498	85	106
1652	1499	355	396
1653	1500	204	237
1654	1501	473	517
1655	1502	258	293
1656	1503	28	41
1657	1504	156	184
1659	1506	262	298
1660	1507	2874	2956
1661	1508	1228	1288
1662	1509	2185	2261
1663	1510	566	616
1664	1511	346	387
1665	1511	2125	2200
1666	1512	397	440
1667	1513	924	980
1668	1514	306	345
1669	1515	776	831
1670	1516	257	292
1671	1517	411	454
1672	1518	278	314
1674	1520	871	926
1675	1521	43	59
1676	1522	858	913
1677	1523	226	259
1678	1524	860	915
1679	1525	409	452
1680	1526	1178	1238
1681	1527	167	197
1682	1528	835	890
1683	1529	1630	1697
1685	1531	175	205
1686	1532	240	274
1687	1533	388	431
1688	1534	734	788
1689	1535	243	278
1690	1536	1539	1605
1691	1537	506	551
1692	1538	59	78
1693	1539	106	129
1694	1540	89	110
1696	1542	1232	1292
1697	1543	930	986
1698	1544	85	106
1699	1545	336	377
1700	1546	596	648
1701	1547	909	965
1702	1548	1046	1103
1703	1549	647	699
1704	1550	439	483
1706	1552	233	267
1710	1556	659	711
1711	1557	740	794
1712	1558	170	200
1713	1559	1379	1442
1714	1560	343	384
1715	1561	883	938
1716	1562	921	977
1717	1563	326	367
1719	1565	214	247
1720	1566	257	292
1721	1567	92	113
1722	1568	521	567
1723	1569	2025	2099
1724	1570	104	127
1725	1571	164	193
1727	1573	691	744
1728	1574	521	566
1729	1575	138	166
1730	1576	169	199
1731	1577	518	563
1732	1577	562	612
1733	1577	3059	3142
1734	1578	602	654
1735	1579	40	56
1737	1580	794	849
1738	1581	418	461
