surface_form_id	nkjp_frequency	nkjp_frequency_rank	occurrence_pct	per_million
10393	3604	7040	0.001546718948	15.467189
10394	10137	2342	0.004350468918	43.504689
10396	518	37642	0.000222308661	2.223087
10400	1653	14424	0.000709413547	7.094135
10401	2820	8888	0.001210251785	12.102518
10402	1705	14036	0.000731730246	7.317302
10403	2586	9637	0.001109826637	11.098266
10405	4490	5657	0.001926961176	19.269612
10408	4897	5198	0.002101632267	21.016323
10410	969	23040	0.000415863113	4.158631
10412	1982	12289	0.000850609588	8.506096
10413	774	27599	0.000332175490	3.321755
10416	2800	8948	0.001201668439	12.016684
10417	5214	4853	0.002237678301	22.376783
10419	5121	4955	0.002197765742	21.977657
10421	1975	12318	0.000847605417	8.476054
10422	2559	9725	0.001098239120	10.982391
10423	3013	8325	0.001293081074	12.930811
10424	9052	2670	0.003884822398	38.848224
10427	1590	14931	0.000682376007	6.823760
10428	2157	11392	0.000925713866	9.257139
10429	4291	5949	0.001841556883	18.415569
10434	1447	16243	0.000621005083	6.210051
10435	763	27900	0.000327454650	3.274546
10436	86	128628	0.000036908388	0.369084
10437	3598	7043	0.001544143945	15.441439
10438	6073	4144	0.002606333012	26.063330
10439	1775	13516	0.000761771957	7.617720
10442	677	30706	0.000290546262	2.905463
10443	2891	8676	0.001240722664	12.407227
10444	1417	16532	0.000608130064	6.081301
10445	36	211253	0.000015450023	0.154500
10450	2105	11658	0.000903397166	9.033972
10453	762	27931	0.000327025482	3.270255
10454	534	36761	0.000229175338	2.291753
10456	2204	11169	0.000945884729	9.458847
10458	300	56421	0.000128750190	1.287502
10461	4513	5637	0.001936832024	19.368320
10462	4062	6270	0.001743277572	17.432776
10463	240	65929	0.000103000152	1.030002
10467	2741	9126	0.001176347569	11.763476
10468	1023	21993	0.000439038148	4.390381
10469	873	25056	0.000374663053	3.746631
10473	475	40187	0.000203854467	2.038545
10476	1029	21885	0.000441613151	4.416132
10483	936	23656	0.000401700593	4.017006
10484	328	52896	0.000140766874	1.407669
10486	835	25946	0.000358354695	3.583547
10495	1234	18691	0.000529592448	5.295924
10496	2110	11646	0.000905543003	9.055430
10498	45	188985	0.000019312528	0.193125
10499	143	93534	0.000061370924	0.613709
10501	377	47791	0.000161796072	1.617961
10502	8250	2975	0.003540630223	35.406302
10504	1113	20443	0.000477663205	4.776632
10505	9123	2638	0.003915293276	39.152933
10510	979	22839	0.000420154786	4.201548
10511	3141	8014	0.001348014489	13.480145
10516	331	52637	0.000142054376	1.420544
10517	1909	12690	0.000819280375	8.192804
10518	1149	19901	0.000493113227	4.931132
10519	782	27374	0.000335608828	3.356088
10520	1196	19204	0.000513284091	5.132841
10521	9090	2653	0.003901130755	39.011308
10522	2426	10207	0.001041159869	10.411599
10523	668	31028	0.000286683756	2.866838
10525	2596	9601	0.001114118310	11.141183
10528	1058	21373	0.000454059003	4.540590
10529	3068	8190	0.001316685276	13.166853
10530	3713	6829	0.001593498184	15.934982
10531	1571	15096	0.000674221828	6.742218
10535	30190	715	0.012956560780	129.565608
10537	5566	4558	0.002388745191	23.887452
10539	89	125996	0.000038195890	0.381959
10541	1820	13248	0.000781084486	7.810845
10546	590	34078	0.000253208707	2.532087
10550	3616	7015	0.001551868956	15.518690
10551	5860	4308	0.002514920377	25.149204
10553	3173	7937	0.001361747842	13.617478
10556	4218	6048	0.001810227670	18.102277
10559	72	143079	0.000030900046	0.309000
10561	114	107788	0.000048925072	0.489251
10562	4430	5733	0.001901211138	19.012111
10564	496	38896	0.000212866981	2.128670
10566	199	75014	0.000085404293	0.854043
10568	82	132176	0.000035191719	0.351917
10570	1140	20062	0.000489250722	4.892507
10575	1743	13748	0.000748038604	7.480386
10577	1223	18845	0.000524871608	5.248716
10578	330	52749	0.000141625209	1.416252
10580	1053	21462	0.000451913167	4.519132
10581	319	53974	0.000136904369	1.369044
10582	8319	2939	0.003570242767	35.702428
10588	3254	7743	0.001396510393	13.965104
10589	21074	1039	0.009044271676	90.442717
10598	2010	12134	0.000862626273	8.626263
10600	143	93509	0.000061370924	0.613709
10601	1527	15521	0.000655338467	6.553385
10603	3204	7860	0.001375052028	13.750520
10605	3614	7020	0.001551010621	15.510106
10614	2733	9153	0.001172914230	11.729142
10616	189	77370	0.000081112620	0.811126
10618	2324	10625	0.000997384805	9.973848
10622	3603	7041	0.001546289781	15.462898
10623	543	36303	0.000233037844	2.330378
10625	4466	5690	0.001916661161	19.166612
10626	4213	6056	0.001808081834	18.080818
10627	780	27449	0.000334750494	3.347505
10629	2342	10534	0.001005109816	10.051098
10630	5370	4718	0.002304628400	23.046284
10632	3124	8044	0.001340718645	13.407186
10635	1152	19858	0.000494400729	4.944007
10643	2602	9579	0.001116693314	11.166933
10646	2329	10593	0.000999530641	9.995306
10650	2513	9882	0.001078497424	10.784974
10655	3862	6578	0.001657444112	16.574441
10656	11517	2028	0.004942719792	49.427198
10657	1106	20573	0.000474659034	4.746590
10665	12783	1788	0.005486045593	54.860456
10669	7482	3325	0.003211029737	32.110297
10671	291	57617	0.000124887684	1.248877
10672	669	30994	0.000287112924	2.871129
10673	2690	9290	0.001154460036	11.544600
10674	6574	3801	0.002821345829	28.213458
10675	37	210966	0.000015879190	0.158792
10680	643	31929	0.000275954574	2.759546
10682	9000	2689	0.003862505698	38.625057
10690	1318	17632	0.000565642501	5.656425
10696	3224	7805	0.001383635374	13.836354
10699	812	26553	0.000348483847	3.484838
10703	3807	6671	0.001633839910	16.338399
10705	372	48338	0.000159650236	1.596502
10712	437	42773	0.000187546110	1.875461
10719	2047	11935	0.000878505463	8.785055
10720	79	135383	0.000033904217	0.339042
10721	25821	836	0.011081528848	110.815288
10724	1155	19807	0.000495688231	4.956882
10726	700	29896	0.000300417110	3.004171
10727	428	43468	0.000183683604	1.836836
10730	2433	10179	0.001044164040	10.441640
10731	3648	6949	0.001565602310	15.656023
10732	2455	10095	0.001053605721	10.536057
10735	641	31999	0.000275096239	2.750962
10737	78	136862	0.000033475049	0.334750
10739	1566	15153	0.000672075991	6.720760
10746	906	24294	0.000388825574	3.888256
10747	2205	11164	0.000946313896	9.463139
10749	1916	12641	0.000822284546	8.222845
10751	1765	13581	0.000757480284	7.574803
10755	936	23668	0.000401700593	4.017006
10756	8953	2707	0.003842334835	38.423348
10759	4338	5860	0.001861727746	18.617277
10760	140	94398	0.000060083422	0.600834
10768	12172	1895	0.005223824373	52.238244
10769	512	37997	0.000219733657	2.197337
10770	175	81757	0.000075104277	0.751043
10772	16010	1384	0.006870968469	68.709685
10774	1127	20230	0.000483671547	4.836715
10775	3853	6595	0.001653581606	16.535816
10778	4829	5278	0.002072448891	20.724489
10779	2479	10000	0.001063905736	10.639057
10784	5738	4394	0.002462561966	24.625620
10785	410	44932	0.000175958593	1.759586
10786	1072	21158	0.000460067345	4.600673
10787	8039	3039	0.003450075923	34.500759
10789	4593	5549	0.001971165408	19.711654
10790	199	75032	0.000085404293	0.854043
10793	4376	5801	0.001878036104	18.780361
10799	26	253902	0.000011158350	0.111583
10801	1041	21666	0.000446763159	4.467632
10804	769	27738	0.000330029654	3.300297
10805	1821	13240	0.000781513653	7.815137
10806	1024	21980	0.000439467315	4.394673
10809	340	51531	0.000145916882	1.459169
10814	642	31958	0.000275525406	2.755254
10815	170	83203	0.000072958441	0.729584
10817	585	34338	0.000251062870	2.510629
10819	101	116474	0.000043345897	0.433459
10820	1534	15449	0.000658342638	6.583426
10821	488	39375	0.000209433642	2.094336
10823	2436	10167	0.001045451542	10.454515
10824	4299	5933	0.001844990222	18.449902
10828	3039	8259	0.001304239424	13.042394
10829	4147	6147	0.001779756792	17.797568
10837	420	44100	0.000180250266	1.802503
10838	2253	10936	0.000966913926	9.669139
10842	2067	11841	0.000887088809	8.870888
10850	2919	8595	0.001252739348	12.527393
10851	855	25450	0.000366938041	3.669380
10852	20620	1060	0.008849429721	88.494297
10853	2774	9033	0.001190510090	11.905101
10854	1007	22317	0.000432171471	4.321715
10862	577	34700	0.000247629532	2.476295
10863	988	22652	0.000424017292	4.240173
10867	602	33589	0.000258358714	2.583587
10870	526	37206	0.000225742000	2.257420
10871	486	39468	0.000208575308	2.085753
10876	10840	2174	0.004652173530	46.521735
10878	1951	12435	0.000837305402	8.373054
10879	339	51616	0.000145487715	1.454877
10880	82	131993	0.000035191719	0.351917
10881	1457	16123	0.000625296756	6.252968
10884	3206	7855	0.001375910363	13.759104
10885	1454	16166	0.000624009254	6.240093
10886	3880	6561	0.001665169123	16.651691
10888	3702	6846	0.001588777344	15.887773
10894	1145	19977	0.000491396558	4.913966
10897	362	49356	0.000155358563	1.553586
10898	3341	7560	0.001433847949	14.338479
10903	4016	6330	0.001723535876	17.235359
10906	1633	14582	0.000700830201	7.008302
10913	2575	9674	0.001105105797	11.051058
10914	2312	10686	0.000992234797	9.922348
10915	1482	15902	0.000636025938	6.360259
10916	145	92492	0.000062229258	0.622293
10917	7393	3372	0.003172833847	31.728338
10930	4117	6192	0.001766881773	17.668818
10932	7166	3490	0.003075412870	30.754129
10935	95	120962	0.000040770893	0.407709
10936	3130	8034	0.001343293648	13.432936
10940	2824	8879	0.001211968455	12.119685
10941	302	56174	0.000129608525	1.296085
10944	1016	22142	0.000436033977	4.360340
10946	6964	3581	0.002988721076	29.887211
10948	1805	13332	0.000774646976	7.746470
10951	1305	17800	0.000560063326	5.600633
10954	5068	5012	0.002175019875	21.750199
10956	9987	2383	0.004286093823	42.860938
10957	1429	16416	0.000613280071	6.132801
10959	1059	21351	0.000454488170	4.544882
10965	8246	2977	0.003538913554	35.389136
10966	1274	18163	0.000546759140	5.467591
10967	1633	14579	0.000700830201	7.008302
10970	3780	6729	0.001622252393	16.222524
10971	60	159994	0.000025750038	0.257500
10974	1990	12245	0.000854042927	8.540429
10978	6301	3991	0.002704183156	27.041832
10979	442	42411	0.000189691947	1.896919
10981	1141	20043	0.000489679889	4.896799
10982	2152	11421	0.000923568029	9.235680
10983	14264	1575	0.006121642364	61.216424
10986	36	213017	0.000015450023	0.154500
10988	4511	5640	0.001935973689	19.359737
10994	9678	2469	0.004153481127	41.534811
10995	8750	2766	0.003755213873	37.552139
10999	1350	17255	0.000579375855	5.793759
11004	1554	15277	0.000666925984	6.669260
11005	6620	3772	0.002841087525	28.410875
11006	1680	14213	0.000721001064	7.210011
11009	241	65673	0.000103429319	1.034293
11015	200	74722	0.000085833460	0.858335
11017	1915	12648	0.000821855379	8.218554
11018	558	35575	0.000239475353	2.394754
11020	552	35875	0.000236900349	2.369003
11022	111	109422	0.000047637570	0.476376
11025	1331	17452	0.000571221676	5.712217
11026	2910	8617	0.001248876842	12.488768
11028	631	32376	0.000270804566	2.708046
11033	870	25128	0.000373375551	3.733756
11034	604	33477	0.000259217049	2.592170
11035	2848	8804	0.001222268470	12.222685
11036	9531	2514	0.004090393534	40.903935
11038	600	33658	0.000257500380	2.575004
11039	8526	2838	0.003659080398	36.590804
11040	1338	17378	0.000574225847	5.742258
11046	476	40149	0.000204283635	2.042836
11048	191	76861	0.000081970954	0.819710
11053	3996	6370	0.001714952530	17.149525
11055	993	22555	0.000426163129	4.261631
11056	1015	22167	0.000435604809	4.356048
11063	767	27803	0.000329171319	3.291713
11064	2963	8456	0.001271622709	12.716227
11068	2130	11545	0.000914126349	9.141263
11070	1867	12934	0.000801255349	8.012553
11071	198	75136	0.000084975125	0.849751
11077	2225	11060	0.000954897242	9.548972
11078	1696	14110	0.000727867740	7.278677
11082	1798	13373	0.000771642805	7.716428
11086	1071	21170	0.000459638178	4.596382
11088	2203	11172	0.000945455561	9.454556
11091	145	92520	0.000062229258	0.622293
11092	1067	21238	0.000457921509	4.579215
11093	671	30909	0.000287971258	2.879713
11098	2541	9776	0.001090514109	10.905141
11099	382	47390	0.000163941909	1.639419
11101	595	33918	0.000255354543	2.553545
11102	8088	3025	0.003471105121	34.711051
11103	212	71872	0.000090983468	0.909835
11104	775	27549	0.000332604657	3.326047
11105	1796	13384	0.000770784470	7.707845
11113	1219	18901	0.000523154938	5.231549
11114	21	284140	0.000009012513	0.090125
11116	13350	1698	0.005729383452	57.293835
11117	5284	4787	0.002267720012	22.677200
11119	9307	2582	0.003994260059	39.942601
11122	2633	9483	0.001129997500	11.299975
11130	668	31021	0.000286683756	2.866838
11134	336	52005	0.000144200213	1.442002
11138	1392	16793	0.000597400881	5.974009
11141	3079	8148	0.001321406116	13.214061
11143	2052	11907	0.000880651299	8.806513
11144	382	47380	0.000163941909	1.639419
11147	1731	13846	0.000742888596	7.428886
11149	3431	7387	0.001472473006	14.724730
11150	2001	12183	0.000858763767	8.587638
11151	2429	10194	0.001042447371	10.424474
11152	1057	21402	0.000453629836	4.536298
11153	1004	22376	0.000430883969	4.308840
11156	184	78802	0.000078966783	0.789668
11159	2032	12014	0.000872067953	8.720680
11160	425	43676	0.000182396102	1.823961
11163	643	31931	0.000275954574	2.759546
11165	673	30829	0.000288829593	2.888296
11168	2857	8783	0.001226130975	12.261310
11171	317	54183	0.000136046034	1.360460
11177	85	129325	0.000036479220	0.364792
11184	713	29471	0.000305996285	3.059963
11186	1059	21349	0.000454488170	4.544882
11192	382	47355	0.000163941909	1.639419
11193	1312	17696	0.000563067497	5.630675
11195	5851	4317	0.002511057871	25.110579
11200	14	353884	0.000006008342	0.060083
11202	1665	14325	0.000714563554	7.145636
11203	1320	17598	0.000566500836	5.665008
11213	1075	21094	0.000461354847	4.613548
11214	246	64803	0.000105575156	1.055752
11215	3205	7857	0.001375481196	13.754812
11218	1548	15330	0.000664350980	6.643510
11219	1706	14033	0.000732159413	7.321594
11220	3714	6826	0.001593927351	15.939274
11221	9108	2647	0.003908855766	39.088558
11222	804	26777	0.000345050509	3.450505
11225	1573	15081	0.000675080163	6.750802
11226	951	23360	0.000408138102	4.081381
11234	2329	10594	0.000999530641	9.995306
11239	6345	3964	0.002723066517	27.230665
11241	82	132649	0.000035191719	0.351917
11242	629	32480	0.000269946232	2.699462
11245	3588	7062	0.001539852272	15.398523
11248	405	45289	0.000173812756	1.738128
11252	89	126013	0.000038195890	0.381959
11253	15394	1442	0.006606601413	66.066014
11258	3374	7490	0.001448010469	14.480105
11259	1642	14502	0.000704692706	7.046927
11260	283	58726	0.000121454346	1.214543
11261	1653	14423	0.000709413547	7.094135
11262	8896	2725	0.003817872299	38.178723
11271	1765	13580	0.000757480284	7.574803
11274	78	136290	0.000033475049	0.334750
11275	1727	13875	0.000741171927	7.411719
11277	1214	18975	0.000521009102	5.210091
11278	74	141266	0.000031758380	0.317584
11279	125	101489	0.000053645912	0.536459
11280	7609	3260	0.003265533984	32.655340
11281	148	91062	0.000063516760	0.635168
11282	226	68580	0.000096991810	0.969918
11292	1334	17429	0.000572509178	5.725092
11293	1963	12382	0.000842455409	8.424554
11298	7421	3354	0.003184850532	31.848505
11300	424	43763	0.000181966935	1.819669
11301	7567	3284	0.003247508957	32.475090
11303	1187	19334	0.000509421585	5.094216
11304	8287	2953	0.003556509413	35.565094
11310	613	33092	0.000263079555	2.630796
11314	26	252648	0.000011158350	0.111583
11318	515	37803	0.000221021159	2.210212
11319	17632	1256	0.007567077830	75.670778
11321	2183	11263	0.000936872215	9.368722
11322	445	42232	0.000190979448	1.909794
11328	31	232372	0.000013304186	0.133042
11329	535	36738	0.000229604505	2.296045
11331	1317	17634	0.000565213334	5.652133
11333	24	262769	0.000010300015	0.103000
11336	1056	21408	0.000453200669	4.532007
11337	395	46192	0.000169521083	1.695211
11339	1441	16290	0.000618430079	6.184301
11340	1464	16069	0.000628300927	6.283009
11341	936	23662	0.000401700593	4.017006
11344	5289	4785	0.002269865849	22.698658
11348	31	232373	0.000013304186	0.133042
11350	580	34582	0.000248917034	2.489170
11351	73	142613	0.000031329213	0.313292
11354	7885	3112	0.003383984159	33.839842
11355	13413	1689	0.005756420992	57.564210
11358	4640	5489	0.001991336271	19.913363
11365	6991	3563	0.003000308593	30.003086
11366	2235	11008	0.000959188915	9.591889
11367	1916	12638	0.000822284546	8.222845
11368	28100	778	0.012059601124	120.596011
11370	1095	20739	0.000469938193	4.699382
11371	1194	19233	0.000512425756	5.124258
11372	201	74338	0.000086262627	0.862626
11373	1251	18466	0.000536888292	5.368883
11374	2490	9961	0.001068626576	10.686266
11376	2720	9199	0.001167335055	11.673351
11377	2864	8768	0.001229135147	12.291351
11380	5265	4805	0.002259565833	22.595658
11388	137	96055	0.000058795920	0.587959
11391	392	46529	0.000168233582	1.682336
11395	487	39392	0.000209004475	2.090045
11396	1490	15824	0.000639459277	6.394593
11397	918	24045	0.000393975581	3.939756
11398	5021	5065	0.002154849012	21.548490
11399	696	30013	0.000298700441	2.987004
11402	355	50006	0.000152354391	1.523544
11404	788	27217	0.000338183832	3.381838
11406	1257	18383	0.000539463296	5.394633
11407	50	177845	0.000021458365	0.214584
11408	140	94798	0.000060083422	0.600834
11411	737	28677	0.000316296300	3.162963
11413	621	32768	0.000266512893	2.665129
11416	1247	18516	0.000535171623	5.351716
11417	2579	9662	0.001106822466	11.068225
11418	1842	13085	0.000790526166	7.905262
11421	102	115733	0.000043775065	0.437751
11422	2343	10531	0.001005538983	10.055390
11432	2788	8989	0.001196518432	11.965184
11438	3443	7357	0.001477623013	14.776230
11441	111	109670	0.000047637570	0.476376
11442	1201	19146	0.000515429927	5.154299
11444	1520	15586	0.000652334296	6.523343
11445	750	28291	0.000321875475	3.218755
11446	198	75248	0.000084975125	0.849751
11447	215	71116	0.000092270969	0.922710
11448	2529	9817	0.001085364101	10.853641
11449	3925	6485	0.001684481652	16.844817
11450	2491	9956	0.001069055744	10.690557
11453	11342	2073	0.004867615514	48.676155
11455	273	60138	0.000117162673	1.171627
11456	3422	7398	0.001468610500	14.686105
11457	574	34805	0.000246342030	2.463420
11462	1292	17969	0.000554484151	5.544842
11466	3687	6872	0.001582339834	15.823398
11468	260	62307	0.000111583498	1.115835
11476	151	90118	0.000064804262	0.648043
11477	1486	15865	0.000637742607	6.377426
11479	871	25099	0.000373804718	3.738047
11482	597	33787	0.000256212878	2.562129
11487	3991	6378	0.001712806693	17.128067
11489	8228	2986	0.003531188543	35.311885
11502	2969	8438	0.001274197713	12.741977
11505	8586	2820	0.003684830436	36.848304
11510	4657	5462	0.001998632115	19.986321
11511	305	55707	0.000130896026	1.308960
11512	4695	5421	0.002014940472	20.149405
11514	1155	19797	0.000495688231	4.956882
11515	2925	8576	0.001255314352	12.553144
11516	1977	12306	0.000848463752	8.484638
11517	357	49839	0.000153212726	1.532127
11518	339	51706	0.000145487715	1.454877
11522	185	78579	0.000079395950	0.793960
11524	3428	7388	0.001471185504	14.711855
11525	469	40566	0.000201279464	2.012795
11526	2528	9822	0.001084934934	10.849349
11530	1982	12288	0.000850609588	8.506096
11533	208	72606	0.000089266798	0.892668
11538	5315	4764	0.002281024198	22.810242
11540	571	34935	0.000245054528	2.450545
11545	1511	15667	0.000648471790	6.484718
11547	1424	16466	0.000611134235	6.111342
11558	239	65959	0.000102570985	1.025710
11559	84	130076	0.000036050053	0.360501
11560	1277	18130	0.000548046642	5.480466
11563	483	39652	0.000207287806	2.072878
11564	2990	8374	0.001283210226	12.832102
11565	765	27841	0.000328312984	3.283130
11570	2494	9946	0.001070343246	10.703432
11571	1520	15584	0.000652334296	6.523343
11573	2880	8720	0.001236001823	12.360018
11574	893	24605	0.000383246399	3.832464
11575	2313	10682	0.000992663964	9.926640
11577	5962	4230	0.002558695441	25.586954
11584	686	30370	0.000294408768	2.944088
11585	4571	5569	0.001961723727	19.617237
11586	1982	12286	0.000850609588	8.506096
11595	7243	3447	0.003108458752	31.084588
11597	2597	9597	0.001114547478	11.145475
11600	2864	8766	0.001229135147	12.291351
11602	5224	4846	0.002241969974	22.419700
11607	11207	2098	0.004809677929	48.096779
11608	189	77437	0.000081112620	0.811126
11610	1567	15142	0.000672505159	6.725052
11611	761	27966	0.000326596315	3.265963
11616	8211	2989	0.003523892698	35.238927
11617	1721	13912	0.000738596923	7.385969
11618	1562	15204	0.000670359322	6.703593
11620	144073	108	0.061831420381	618.314204
11621	3460	7324	0.001484918857	14.849189
11624	30	236691	0.000012875019	0.128750
11627	256	62907	0.000109866829	1.098668
11628	197	75330	0.000084545958	0.845460
11630	824	26243	0.000353633855	3.536339
11631	2147	11448	0.000921422193	9.214222
11632	682	30505	0.000292692098	2.926921
11633	2348	10516	0.001007684820	10.076848
11634	2833	8853	0.001215830960	12.158310
11635	27	248601	0.000011587517	0.115875
11636	1375	16985	0.000590105037	5.901050
11638	3009	8332	0.001291364405	12.913644
11641	554	35783	0.000237758684	2.377587
11643	2132	11543	0.000914984683	9.149847
11644	463	41032	0.000198704460	1.987045
11646	1377	16965	0.000590963372	5.909634
11648	1851	13023	0.000794388672	7.943887
11655	1150	19886	0.000493542395	4.935424
11660	1484	15886	0.000636884273	6.368843
11665	1265	18270	0.000542896634	5.428966
11667	1578	15045	0.000677225999	6.772260
11669	2054	11898	0.000881509634	8.815096
11673	3113	8065	0.001335997804	13.359978
11675	386	47016	0.000165658578	1.656586
11677	1325	17543	0.000568646672	5.686467
11688	4070	6255	0.001746710910	17.467109
11700	2630	9492	0.001128709998	11.287100
11701	1514	15640	0.000649759292	6.497593
11702	654	31526	0.000280675414	2.806754
11703	5591	4534	0.002399474373	23.994744
11704	758	28066	0.000325308813	3.253088
11706	1551	15309	0.000665638482	6.656385
11708	12994	1754	0.005576599893	55.765999
11709	15176	1464	0.006513042941	65.130429
11710	176	81462	0.000075533445	0.755334
11714	1281	18085	0.000549763311	5.497633
11716	1885	12819	0.000808980360	8.089804
11717	18440	1197	0.007913845008	79.138450
11720	6446	3889	0.002766412414	27.664124
11721	1025	21959	0.000439896482	4.398965
11722	2743	9115	0.001177205903	11.772059
11723	5877	4297	0.002522216221	25.222162
11724	3883	6556	0.001666456625	16.664566
11730	2934	8547	0.001259176858	12.591769
11731	3015	8321	0.001293939409	12.939394
11733	1384	16882	0.000593967543	5.939675
11734	2083	11759	0.000893955485	8.939555
11735	1126	20262	0.000483242380	4.832424
11736	58	163427	0.000024891703	0.248917
11741	1343	17329	0.000576371684	5.763717
11744	2884	8705	0.001237718493	12.377185
11752	3483	7286	0.001494789705	14.947897
11754	95	120967	0.000040770893	0.407709
11759	64	154040	0.000027466707	0.274667
11761	117	106391	0.000050212574	0.502126
11765	732	28839	0.000314150463	3.141505
11772	544	36234	0.000233467011	2.334670
11774	1048	21553	0.000449767330	4.497673
11776	488	39353	0.000209433642	2.094336
11778	924	23929	0.000396550585	3.965506
11779	1134	20148	0.000486675718	4.866757
11782	874	25036	0.000375092220	3.750922
11783	1479	15929	0.000634738436	6.347384
11784	4896	5201	0.002101203100	21.012031
11785	300	56444	0.000128750190	1.287502
11791	982	22771	0.000421442288	4.214423
11793	468	40621	0.000200850296	2.008503
11802	1136	20126	0.000487534053	4.875341
11803	2379	10394	0.001020989006	10.209890
11804	3139	8018	0.001347156154	13.471562
11805	730	28923	0.000313292129	3.132921
11806	3269	7715	0.001402947903	14.029479
11807	2153	11419	0.000923997196	9.239972
11810	2128	11556	0.000913268014	9.132680
11815	1560	15222	0.000669500988	6.695010
11819	744	28487	0.000319300471	3.193005
11820	3662	6919	0.001571610652	15.716107
11821	10791	2189	0.004631144332	46.311443
11822	413	44633	0.000177246095	1.772461
11824	1822	13223	0.000781942820	7.819428
11825	1317	17633	0.000565213334	5.652133
11831	5916	4270	0.002538953745	25.389537
11836	4541	5603	0.001948848708	19.488487
11839	2339	10549	0.001003822314	10.038223
11842	504	38414	0.000216300319	2.163003
11849	504	38365	0.000216300319	2.163003
11851	433	43081	0.000185829441	1.858294
11854	8994	2692	0.003859930694	38.599307
11858	7712	3205	0.003309738216	33.097382
11859	11775	1970	0.005053444955	50.534450
11860	648	31735	0.000278100410	2.781004
11862	2662	9395	0.001142443352	11.424434
11866	2553	9741	0.001095664116	10.956641
11870	2050	11918	0.000879792965	8.797930
11873	1494	15796	0.000641175946	6.411759
11876	1262	18324	0.000541609132	5.416091
11877	2750	9099	0.001180210074	11.802101
11879	1737	13803	0.000745463600	7.454636
11885	39	204434	0.000016737525	0.167375
11886	3298	7657	0.001415393755	14.153938
11888	1356	17195	0.000581950858	5.819509
11892	699	29909	0.000299987943	2.999879
11894	3510	7221	0.001506377222	15.063772
11901	1247	18529	0.000535171623	5.351716
11907	136	96261	0.000058366753	0.583668
11913	572	34898	0.000245483695	2.454837
11921	298	56680	0.000127891855	1.278919
11923	384	47139	0.000164800243	1.648002
11925	3296	7662	0.001414535420	14.145354
11927	657	31415	0.000281962916	2.819629
11934	589	34151	0.000252779540	2.527795
11936	267	61162	0.000114587669	1.145877
11938	1113	20453	0.000477663205	4.776632
11946	7038	3543	0.003020479456	30.204795
11951	960	23185	0.000412000608	4.120006
11958	1539	15403	0.000660488474	6.604885
11959	11659	1997	0.005003661548	50.036615
11964	1253	18449	0.000537746627	5.377466
11965	13727	1650	0.005891179524	58.911795
11966	578	34661	0.000248058699	2.480587
11968	56	165218	0.000024033369	0.240334
11970	22242	986	0.009545539082	95.455391
11971	967	23069	0.000415004779	4.150048
11972	589	34129	0.000252779540	2.527795
11973	5620	4510	0.002411920225	24.119202
11977	14091	1596	0.006047396421	60.473964
11986	508	38197	0.000218016988	2.180170
11993	4199	6076	0.001802073492	18.020735
12000	4199	6077	0.001802073492	18.020735
12001	4961	5136	0.002129098974	21.290990
12004	609	33281	0.000261362886	2.613629
12006	2518	9864	0.001080643261	10.806433
12007	267	61168	0.000114587669	1.145877
12009	151	90126	0.000064804262	0.648043
12011	4229	6037	0.001814948511	18.149485
12012	156	88291	0.000066950099	0.669501
12018	185	78535	0.000079395950	0.793960
12020	3577	7084	0.001535131431	15.351314
12023	2072	11812	0.000889234645	8.892346
12024	3726	6806	0.001599077359	15.990774
12026	3146	7998	0.001350160325	13.501603
12028	2016	12088	0.000865201276	8.652013
12029	4610	5524	0.001978461252	19.784613
12030	2995	8370	0.001285356063	12.853561
12032	1298	17887	0.000557059155	5.570592
12039	1189	19304	0.000510279919	5.102799
12040	10745	2199	0.004611402636	46.114026
12041	738	28655	0.000316725467	3.167255
12043	2891	8682	0.001240722664	12.407227
12048	3339	7568	0.001432989614	14.329896
12049	2756	9083	0.001182785078	11.827851
12053	1531	15472	0.000657055136	6.570551
12054	840	25810	0.000360500532	3.605005
12055	207	72833	0.000088837631	0.888376
12057	1742	13755	0.000747609436	7.476094
12059	2378	10395	0.001020559839	10.205598
12060	5071	5008	0.002176307377	21.763074
12065	6845	3644	0.002937650167	29.376502
12068	82	132664	0.000035191719	0.351917
12071	985	22705	0.000422729790	4.227298
12072	1945	12469	0.000834730398	8.347304
12075	5873	4301	0.002520499552	25.204996
12076	4444	5716	0.001907219480	19.072195
12078	1860	12976	0.000798251178	7.982512
12083	2665	9384	0.001143730854	11.437309
12086	1738	13791	0.000745892767	7.458928
12088	584	34397	0.000250633703	2.506337
12089	2102	11671	0.000902109664	9.021097
12097	1325	17549	0.000568646672	5.686467
12098	3955	6441	0.001697356671	16.973567
12105	3743	6776	0.001606373203	16.063732
12107	1172	19543	0.000502984075	5.029841
12112	1882	12844	0.000807692858	8.076929
12113	1431	16399	0.000614138406	6.141384
12114	4956	5141	0.002126953138	21.269531
12115	7200	3470	0.003090004558	30.900046
12119	303	56037	0.000130037692	1.300377
12122	64	152944	0.000027466707	0.274667
12126	176	81269	0.000075533445	0.755334
12127	2315	10673	0.000993522299	9.935223
12128	1298	17888	0.000557059155	5.570592
12131	1916	12642	0.000822284546	8.222845
12134	567	35151	0.000243337859	2.433379
12135	4592	5551	0.001970736241	19.707362
12136	78	136814	0.000033475049	0.334750
12141	644	31880	0.000276383741	2.763837
12142	35	214858	0.000015020855	0.150209
12143	248	64347	0.000106433490	1.064335
12145	930	23792	0.000399125589	3.991256
